"make" "address" "all" "xd" "our" "over" "remove" "internet" "order" "mail" "receive" "will" "people" "report" "addresses" "free" "business" "email" "you" "credit" "your" "font" "x000" "money" "hp" "hpl" "george" "x650" "lab" "labs" "telnet" "x857" "data" "x415" "x85" "technology" "x1999" "parts" "pm" "direct" "cs" "meeting" "original" "project" "re" "edu" "table" "conference" "x." "x.." "x...1" "x..1" "x..2" "x..3" "crla" "crll" "crrt" "classdigit" "class" "classdigit.1" "X" "V1" "X.1"
.09 0 .27 0 .36 .09 0 .18 .09 0 0 .81 0 .36 0 0 0 0 1.99 0 3.35 0 .36 .09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .27 0 0 0 .015 .047 .031 .253 .031 .031 3.771 69 528 1 "spam" "1" 1 0 "1"
0 0 .55 0 .22 .22 .11 0 .11 .22 0 .33 .33 0 0 0 .22 0 0 0 0 0 .55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .16 0 .035 .124 0 1.98 14 305 1 "spam" "1" 1 0 "1"
0 0 0 0 .64 0 .64 0 0 0 0 .64 .64 0 0 0 0 0 3.89 1.29 1.29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .64 0 0 0 0 .64 0 0 0 0 .115 0 .921 .345 0 1.833 11 55 1 "spam" "1" 1 0 "1"
0 .95 .95 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .47 .47 1.9 0 0 .47 0 0 0 0 0 0 0 .47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .066 .2 0 .267 0 0 4.18 45 464 1 "spam" "1" 1 0 "1"
0 0 .54 0 .21 .21 .1 0 .1 .21 0 .21 .32 0 0 0 .21 0 0 0 0 0 .54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .152 0 .033 .118 0 1.987 14 306 1 "spam" "1" 1 0 "1"
.09 0 .27 0 .36 .09 0 .18 .09 0 0 .72 0 .36 0 0 0 0 2 0 3.27 0 .36 .09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .27 0 0 0 .015 .047 .031 .252 .031 .031 3.816 69 542 1 "spam" "1" 1 0 "1"
.09 0 .27 0 .36 .09 0 .18 .09 0 0 .72 0 .36 0 0 0 0 2 0 3.27 0 .36 .09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .27 0 0 0 .015 .047 .031 .252 .031 .031 3.816 69 542 1 "spam" "1" 1 0 "1"
0 .54 0 0 0 0 1.08 0 0 .54 .54 .54 0 0 0 2.17 0 .54 3.26 0 1.08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .54 0 0 0 0 0 0 .347 0 0 1.325 5 53 1 "spam" "1" 1 0 "1"
.32 0 .32 0 .98 .32 .65 0 0 .32 0 .98 .32 0 0 0 .65 0 2.61 0 2.28 0 .65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .288 .173 0 3.065 28 141 1 "spam" "1" 1 0 "1"
1.18 .39 .59 0 0 .98 .19 .19 1.38 .39 0 .98 0 .19 0 .98 0 0 2.56 .39 1.38 0 0 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .238 0 .766 .317 .026 6.652 76 632 1 "spam" "1" 1 0 "1"
0 .31 0 7.18 0 0 .31 .62 0 1.25 0 0 0 0 0 0 0 .62 .93 0 .62 .31 0 .31 0 0 0 0 0 0 0 0 0 0 .62 0 0 0 0 .31 0 0 0 0 0 0 0 0 0 .183 0 .61 0 .122 9.218 51 507 1 "spam" "1" 1 0 "1"
1.01 .33 .5 13.63 0 .67 0 .16 1.34 .33 0 .67 0 .16 0 .5 0 .16 2.02 .33 .84 0 0 1.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .204 0 .613 .229 .051 9.652 151 888 1 "spam" "1" 1 0 "1"
0 .56 0 0 .56 0 0 0 1.01 .56 .11 1.79 .22 .11 0 .11 .22 .89 1.79 0 2.8 0 0 0 .11 .11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .186 0 .056 .056 0 2.153 53 532 1 "spam" "1" 1 0 "1"
.72 0 0 0 1.45 .72 .72 0 0 1.45 0 0 0 0 0 0 0 0 1.45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .72 0 0 0 0 0 0 0 0 0 0 0 0 0 .404 0 .134 0 0 3.066 14 92 1 "spam" "1" 1 0 "1"
.09 0 .27 0 .36 .09 0 .18 .09 0 0 .72 0 .36 0 0 0 0 2 0 3.36 0 .36 .09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .27 0 0 0 .015 .047 .031 .237 .031 .031 3.758 69 530 1 "spam" "1" 1 0 "1"
0 .27 .82 0 1.37 0 .82 0 0 .82 0 .82 0 0 0 .82 .27 0 2.75 0 1.1 0 .82 .27 0 0 0 0 0 0 0 0 .27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .235 0 .235 .188 0 5.622 124 298 1 "spam" "1" 1 0 "1"
0 0 .74 0 1.85 .37 .37 0 0 .74 0 .37 0 0 0 1.11 0 0 1.85 0 3.34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .264 0 0 0 0 2.492 12 172 1 "spam" "1" 1 0 "1"
0 0 .68 0 0 0 0 1.36 0 0 .68 .68 0 0 0 0 0 0 3.4 0 1.36 0 .68 .68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .238 .238 0 2.232 19 96 1 "spam" "1" 1 0 "1"
0 .5 .25 0 .5 0 1.01 0 0 .76 .76 .5 .25 0 0 1.26 .25 .25 1.77 0 1.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .25 0 0 0 0 .113 0 .189 0 .151 8.972 447 646 1 "spam" "1" 1 0 "1"
.07 .22 .82 0 .52 0 .07 0 .67 .59 .22 .82 .07 0 .14 0 .07 0 3.29 .22 1.87 0 0 .22 0 0 0 0 0 0 0 0 0 0 .07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .095 0 .119 .071 .167 3.429 74 974 1 "spam" "1" 1 0 "1"
.08 .08 .76 0 .85 1.02 .25 .17 .59 .08 .17 .59 .17 0 2.21 .25 .08 .93 1.61 .17 .42 0 .85 .08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .08 0 0 .17 .08 .08 .08 0 0 0 .065 0 .408 .118 .013 7.55 669 1412 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 1.28 0 0 0 0 0 0 0 0 0 1.28 0 2.56 0 0 0 0 0 1.28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .61 0 0 3.809 28 80 1 "spam" "1" 0 1 "0"
0 .56 .28 0 0 0 .56 0 0 .56 .28 .56 .28 0 0 1.41 .28 0 1.97 0 1.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .28 0 0 0 0 .118 0 .158 0 .158 9.25 394 555 1 "spam" "1" 1 0 "1"
0 0 0 .81 0 0 0 0 0 1.63 0 0 0 0 0 0 0 0 2.45 0 0 0 0 2.45 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .249 0 0 .124 0 0 3.707 14 152 1 "spam" "1" 1 0 "1"
.34 0 1.7 0 1.02 0 0 0 .68 1.02 0 0 0 0 0 0 0 0 .34 1.02 .68 0 0 0 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .898 .105 0 443.666 1325 1331 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.17 0 0 0 0 .443 0 .221 .665 0 3.812 15 61 1 "spam" "1" 1 0 "1"
0 .51 0 0 .51 .51 1.02 0 0 0 0 0 0 0 0 0 0 .51 .51 0 .51 0 .51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .142 0 .071 1.212 0 7.025 130 281 1 "spam" "1" 1 0 "1"
.48 .97 .97 0 .48 0 0 .48 0 1.95 0 2.43 0 .48 0 .48 0 0 1.95 0 5.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .26 0 1.739 .173 .086 56.538 636 735 1 "spam" "1" 1 0 "1"
.34 0 1.7 0 1.02 0 0 0 .68 1.02 0 0 0 0 0 0 0 0 .34 1.02 .68 0 0 0 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .898 .105 0 443.333 1325 1330 1 "spam" "1" 1 0 "1"
.09 0 .27 0 .36 .09 0 .18 .09 0 0 .72 0 .36 0 0 0 0 2 0 3.36 0 .36 .09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .27 0 0 0 .015 .047 .031 .237 .031 .031 3.758 69 530 1 "spam" "1" 1 0 "1"
.08 .08 .76 0 .85 1.02 .25 .17 .59 .08 .17 .59 .17 0 2.21 .25 .08 .93 1.61 .17 .42 0 .85 .08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .08 0 0 .17 .08 .08 .08 0 0 0 .065 0 .408 .118 .013 7.55 669 1412 1 "spam" "1" 1 0 "1"
0 0 0 1.16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.48 0 2.32 0 0 2.32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8.733 42 131 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 1.35 0 0 0 0 0 0 0 0 0 2.7 0 2.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .636 0 0 3.809 28 80 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.57 0 0 0 0 .78 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .184 0 8.161 31 253 1 "spam" "1" 1 0 "1"
.43 .43 .43 0 .14 .1 .03 .07 .54 1.01 .28 .79 .47 1.19 .03 .25 .39 0 3 0 1.3 0 .39 .57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .1 0 0 0 .011 .077 0 .458 2.33 .113 6.601 266 2370 1 "spam" "1" 1 0 "1"
.23 .34 .58 0 .46 .11 .11 .23 1.04 .93 0 .46 0 .23 .23 0 .11 0 3.72 .46 1.74 0 0 .81 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .46 0 0 .075 0 .131 .056 .018 4.47 74 675 1 "spam" "1" 1 0 "1"
0 .67 .33 0 .33 .33 .33 .33 0 0 .67 1 0 0 0 1 .33 .33 2.68 2.68 3.02 0 0 .67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .053 0 .16 0 .107 6.111 139 275 1 "spam" "1" 1 0 "1"
.47 .95 .95 0 .47 0 0 .47 0 1.9 0 2.38 0 .95 0 .47 0 0 1.9 0 5.23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .253 0 1.687 .168 .084 57.076 634 742 1 "spam" "1" 1 0 "1"
.46 .93 .93 0 .46 0 0 .46 0 1.86 0 2.33 0 .46 0 .46 0 0 1.86 0 5.14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .252 0 1.683 .168 .084 57.076 634 742 1 "spam" "1" 1 0 "1"
.09 0 .27 0 .36 .09 0 .18 .09 0 0 .73 0 .36 0 0 0 0 2.01 0 3.38 0 .36 .09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .27 0 0 0 .016 .048 .032 .257 .032 .032 3.689 69 535 1 "spam" "1" 1 0 "1"
0 0 .73 0 0 0 .73 0 0 0 0 0 0 0 0 2.2 0 0 1.47 0 1.47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .73 0 0 0 0 0 0 0 0 0 0 0 0 .088 0 0 3.048 29 125 1 "spam" "1" 1 0 "1"
0 0 0 1.26 0 0 .63 0 0 1.26 0 0 0 0 0 .63 0 0 .63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .195 0 0 .979 0 .293 8.476 68 356 1 "spam" "1" 1 0 "1"
0 0 .74 0 0 0 .74 0 0 0 0 0 0 0 0 2.22 0 0 1.48 0 1.48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .74 0 0 0 0 0 0 0 0 0 0 0 0 .088 0 0 3.048 29 125 1 "spam" "1" 1 0 "1"
.71 0 .11 0 .47 .11 0 .59 .71 2.86 .23 .11 .23 0 .47 .11 .59 .47 3.21 0 1.66 0 1.9 1.07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .11 .11 0 0 0 0 .11 0 0 0 .072 .127 0 .418 .254 .018 9.705 148 1514 1 "spam" "1" 1 0 "1"
0 0 .73 0 0 .73 .73 0 0 0 0 0 0 0 0 .73 0 0 1.47 0 0 0 .73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .875 .109 13.129 2.08 12 52 1 "spam" "1" 1 0 "1"
.68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.36 0 0 2.04 0 0 .68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .125 .375 0 1.001 0 .25 4.551 32 132 1 "spam" "1" 1 0 "1"
.5 .4 .33 0 .13 .03 .13 .1 .54 .78 .3 .71 .54 1.15 .03 .27 .44 .03 3.19 0 1.42 0 .37 .61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .06 0 0 0 0 .074 0 .445 .519 .119 6.029 136 2213 1 "spam" "1" 1 0 "1"
.67 .16 1.35 0 1.01 0 0 0 0 .16 .16 1.69 .5 0 0 .33 0 .16 5.77 0 1.35 0 0 .84 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .061 0 .123 .278 .03 3.774 46 268 1 "spam" "1" 1 0 "1"
0 0 0 0 2.38 0 0 2.38 2.38 2.38 0 0 0 0 0 0 7.14 0 0 2.38 2.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .396 0 0 22.714 149 159 1 "spam" "1" 1 0 "1"
.18 0 .09 0 .36 .09 0 .36 .09 0 0 .63 .09 .36 0 0 .09 0 1.27 0 3.38 0 .36 .09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .06 .03 .03 .015 0 4.192 48 566 1 "spam" "1" 1 0 "1"
0 0 .53 0 .53 0 0 .53 0 0 0 1.06 0 0 2.12 0 .53 .53 2.65 0 2.65 0 1.59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .53 .53 0 0 0 0 0 0 0 0 0 .191 0 .095 .478 0 5.038 60 131 1 "spam" "1" 1 0 "1"
0 0 .52 0 .52 0 0 .52 0 0 0 1.05 0 0 2.11 0 .52 .52 2.64 0 2.64 0 1.58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .52 .52 0 0 0 0 0 0 0 0 0 .19 0 .095 .475 0 5.038 60 131 1 "spam" "1" 1 0 "1"
0 0 .51 0 .51 0 0 .51 0 0 0 1.02 0 0 2.05 0 0 .51 2.56 0 2.56 0 1.53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .51 .51 0 0 0 0 .51 0 0 0 0 .189 0 .094 .473 0 5.038 60 131 1 "spam" "1" 1 0 "1"
0 .1 .31 .1 1.05 .42 0 .31 0 .1 .1 .84 0 .1 0 2 .84 .21 1.69 .31 .31 0 .52 .1 0 0 0 0 0 0 0 0 0 0 0 .31 0 0 0 .1 0 0 0 0 0 0 0 0 0 .054 0 .384 .182 .201 8.851 299 1726 1 "spam" "1" 1 0 "1"
0 0 1.11 0 0 0 1.11 0 0 0 1.11 1.11 0 0 0 2.22 0 0 3.33 0 3.33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .138 0 .138 .138 0 2.7 11 54 1 "spam" "1" 1 0 "1"
.31 0 .63 0 .47 .47 .15 .79 .15 .63 .31 1.42 0 0 0 0 1.58 0 2.05 1.58 3.95 0 .15 .47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .15 0 0 0 0 .15 0 0 0 0 .076 0 1.3 .127 0 5.241 97 650 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 .91 0 0 0 0 .91 0 0 0 .91 0 1.83 4.58 0 1.83 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .151 0 .455 0 0 2.842 10 54 1 "spam" "1" 1 0 "1"
.31 0 .63 0 .47 .47 .15 .79 .15 .63 .31 1.42 0 0 0 0 1.58 0 2.05 1.58 3.95 0 .15 .47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .15 0 0 0 0 .15 0 0 0 0 .076 0 1.3 .127 0 5.241 97 650 1 "spam" "1" 1 0 "1"
0 0 .32 0 .64 .64 .64 .32 0 0 0 .32 .32 0 0 .32 .32 .32 2.27 0 3.24 0 0 .32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .64 0 0 0 0 .166 0 0 .166 0 1.688 19 157 1 "spam" "1" 1 0 "1"
0 0 0 0 1.26 0 1.26 0 0 0 0 0 0 0 0 0 0 1.26 0 0 1.26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.26 0 0 0 .431 0 0 0 .215 1.724 3.529 13 60 1 "spam" "1" 1 0 "1"
.1 0 .1 0 .4 .1 .1 0 .2 .2 .4 .5 0 .6 0 .91 .2 0 1.72 4.26 1.72 0 .4 .2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .096 0 .336 .16 0 6.758 494 1426 1 "spam" "1" 1 0 "1"
0 0 0 0 .09 0 0 0 0 .09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .032 0 .016 0 0 24.375 135 3315 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 1.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.12 0 0 0 0 .212 0 .424 .424 0 4.1 25 82 1 "spam" "1" 1 0 "1"
.59 0 0 0 0 0 1.18 .59 .59 1.18 0 1.18 0 0 0 0 2.95 0 4.14 2.36 2.36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .421 0 0 6.275 46 182 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 4.54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.8 9 18 1 "spam" "1" 1 0 "1"
.06 .65 .71 0 .39 .65 .52 .19 1.04 .52 .06 .39 .32 0 1.17 .13 .06 1.1 1.3 0 1.04 0 .52 .19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .06 0 0 0 0 0 .06 0 0 0 .085 0 .287 .106 0 4.742 117 1342 1 "spam" "1" 1 0 "1"
1.23 0 0 0 0 0 0 0 0 0 0 2.46 0 0 0 0 0 0 6.17 0 2.46 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .843 0 0 2 19 106 1 "spam" "1" 1 0 "1"
0 1.5 1.5 0 .75 0 0 0 .75 3.75 0 2.25 0 0 1.5 0 1.5 0 .75 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.224 1.223 0 107.4 412 537 1 "spam" "1" 1 0 "1"
0 1.51 1.51 0 .75 0 0 0 .75 3.78 0 2.27 0 0 1.51 0 .75 0 .75 0 3.03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.249 1.237 0 105.8 404 529 1 "spam" "1" 1 0 "1"
.1 .2 .52 0 .31 1.14 .2 .62 1.04 .52 .2 .62 0 0 1.66 0 .2 1.45 2.08 .2 1.25 0 1.14 .2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .2 0 0 0 0 0 .095 .143 0 .334 .175 .031 7.439 689 1287 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.46 0 0 0 0 0 0 1.235 0 0 4.466 10 134 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.17 0 0 0 0 .441 0 .441 .662 0 4.066 17 61 1 "spam" "1" 1 0 "1"
0 0 .31 0 .31 .31 .31 .31 0 0 .63 .95 0 0 0 .95 .63 .31 2.54 2.54 3.5 0 0 .63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .051 0 .102 0 .102 5.708 138 274 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.04 0 0 1.02 1.02 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .174 0 .174 0 0 1.787 7 59 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.96 0 0 .98 .98 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .173 0 .173 0 0 1.787 7 59 1 "spam" "1" 1 0 "1"
0 .39 1.17 0 .39 0 0 0 0 .78 .78 .78 0 0 .39 3.51 0 0 1.17 0 1.17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .39 0 0 0 0 .066 0 .864 .132 .066 5.87 44 364 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 1.42 0 0 0 1.42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2.058 5 35 1 "spam" "1" 1 0 "1"
.09 0 .09 0 .39 .09 .09 0 .19 .29 .39 .48 0 .58 0 .87 .19 0 1.66 4.1 1.66 0 .39 .19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .14 0 .326 .155 0 6.813 494 1458 1 "spam" "1" 1 0 "1"
.1 0 .41 0 .1 .1 .1 .52 .1 0 0 .62 0 .2 0 0 .1 0 0 0 0 0 .73 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .048 0 .016 .064 0 1.915 29 339 1 "spam" "1" 1 0 "1"
.14 0 .28 0 .09 .24 .04 .04 .24 0 0 .52 .04 .09 0 0 .14 0 .24 .04 .28 0 .38 .14 0 0 0 0 0 0 0 0 0 0 0 .19 0 0 0 .04 0 0 0 .04 .09 0 0 0 0 .061 0 .007 .099 0 1.867 14 521 1 "spam" "1" 1 0 "1"
.36 .27 .63 0 .82 .36 0 .36 .27 4.1 .09 1.27 .45 0 1.27 1.18 .27 2.1 2.73 0 2.83 0 .09 .27 0 0 0 0 0 0 0 0 0 0 0 .09 0 0 0 .09 0 0 0 0 0 0 0 0 0 .101 0 .611 .014 0 3.707 127 875 1 "spam" "1" 1 0 "1"
0 0 1.11 0 1.11 0 .74 0 0 0 .74 .37 0 0 0 0 .37 0 3.35 2.98 2.61 0 0 .37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .368 .552 0 1.58 7 79 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 1.38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .47 0 0 .235 .235 1.882 6.266 41 94 1 "spam" "1" 1 0 "1"
0 .37 1.11 0 .37 0 0 0 0 .74 .37 .74 0 0 .37 3.34 0 0 .74 0 1.48 0 0 .37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .292 0 .878 .175 .058 5.985 58 425 1 "spam" "1" 1 0 "1"
0 .37 1.11 0 .37 0 0 0 0 .74 .37 .74 0 0 .37 3.34 0 0 .74 0 1.48 0 0 .37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .292 0 .878 .175 .058 5.985 58 425 1 "spam" "1" 1 0 "1"
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3.7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4.733 0 0 2.666 11 24 1 "spam" "1" 1 0 "1"
.17 0 .51 0 .17 0 .17 .34 .17 0 0 0 0 .34 0 0 0 0 0 0 0 0 .34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .026 0 0 0 0 1.559 10 145 1 "spam" "1" 1 0 "1"
.17 0 .17 .17 1.43 .34 .05 .05 .05 .05 .05 .51 .28 .05 0 0 .69 .05 4.2 .23 1.03 .17 .74 .05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .01 .05 0 .02 .161 .03 2.093 51 536 1 "spam" "1" 1 0 "1"
0 0 0 0 1.46 0 .83 0 .2 1.04 0 .41 0 0 0 0 0 1.46 1.04 0 .2 0 .2 0 1.46 1.46 0 0 0 0 0 0 0 0 0 0 0 0 .2 0 0 0 0 0 0 0 0 0 .182 .401 .109 .182 .146 0 3.791 26 364 1 "spam" "1" 0 1 "0"
0 .37 0 0 .37 .37 .37 .74 .37 .37 0 .74 .37 0 0 .37 1.49 0 3.73 2.61 1.49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 .74 0 0 0 0 .37 0 0 0 0 0 0 1.199 .505 0 3.337 64 267 1 "spam" "1" 1 0 "1"
